OBU_ID,Travel_time,Hour
185,210.9997902,2
186,196.2940348,2
187,195.1564883,2
188,183.5927509,2
189,192.0002045,2
190,219.3447746,2
191,181.7205421,2
192,181.8691778,2
193,213.570277,2
194,179.2600158,2
195,173.741176,2
196,208.004788,2
197,165.8069506,2
198,163.4219222,2
199,160.7117746,2
200,199.5038245,2
201,214.2323553,2
202,183.2879581,2
203,161.474716,2
204,189.1925855,2
205,197.8000659,2
206,169.7594598,2
207,189.0002923,2
208,206.7889623,2
209,163.3572178,2
210,181.8674955,2
211,170.5724597,2
212,184.0524725,2
213,200.2531167,2
214,184.100936,2
215,167.3360816,2
216,213.9392538,2
217,205.4968801,2
218,212.1011678,2
219,174.036262,2
220,176.5072977,2
221,167.7198153,2
222,181.8831646,2
223,168.9568656,2
224,219.3503543,2
225,201.4413131,2
226,164.5363933,2
227,199.8720245,2
228,183.563602,2
229,195.7166169,2
230,166.6592288,2
231,184.8512447,2
232,193.504144,2
233,190.1399696,2
234,173.83248,2
235,166.5106423,2
236,199.0342414,2
237,168.0569527,2
238,177.6424855,2
239,174.1967702,2
240,195.3583114,2
241,195.3530278,2
242,203.3568963,2
243,203.8413108,2
244,209.2902665,2
245,177.1888837,2
246,160.593599,2
247,217.433685,2
248,191.1079064,2
249,199.1386373,2
250,216.2397406,2
251,184.6669092,2
252,170.4295223,2
253,162.844427,2
254,179.5832312,2
255,214.1733367,2
256,177.4481001,2
257,196.7233046,2
258,205.0705516,2
259,189.6307279,2
260,196.5853052,2
261,206.9584799,2
262,161.6658636,2
263,185.3429108,2
264,197.7512197,2
265,210.7290497,2
266,171.9068647,2
267,209.2439831,2
268,162.3931365,2
269,164.666257,2
270,181.778474,2
271,203.0374998,2
272,160.5489947,2
273,191.6277482,2
274,176.2080544,2
275,204.6992981,2
276,203.7536389,2
277,198.5745566,2
278,174.9635414,2
279,185.7554405,2
280,163.6341378,2
281,174.3038352,2
282,164.6190221,2
283,217.2344697,2
284,217.4360761,2
285,218.6046897,2
286,213.1503742,2
287,173.2595724,2
288,161.1746492,2
289,165.4897266,2
290,197.8673496,2
291,192.2901936,2
292,217.5584333,2
293,206.5264467,2
294,173.9366064,2
295,166.1882377,2
296,213.920146,2
297,186.2250848,2
298,189.7260194,2
299,202.2077329,2
300,169.5074844,2
301,176.031493,2
302,219.0230699,2
303,170.61254,2
304,218.7602404,2
305,170.7686489,2
306,195.4309007,2
307,165.1331829,2
308,197.5891774,2
309,185.2965409,2
310,206.0993077,2
311,190.4961731,2
312,209.2089753,2
313,174.4917813,2
314,177.0443308,2
315,219.8990678,2
316,171.0230237,2
317,218.5438157,2
318,190.0663263,2
319,166.7588586,2
320,191.3372527,2
321,185.1052478,2
322,201.9600265,2
323,218.598317,2
324,169.9641193,2
325,187.6375458,2
326,179.3353228,2
327,161.1199031,2
328,202.5313441,2
329,202.1874713,2
330,176.897689,2
331,208.5088084,2
332,201.9720409,2
333,198.130348,2
334,209.0476119,2
335,188.4840039,2
336,208.9457264,2
337,166.3529176,2
338,162.8828691,2
339,215.1492768,2
340,191.1851703,2
341,175.5461547,2
342,183.1197459,2
343,161.1087938,2
344,197.5415843,2
345,192.7234687,2
346,178.186191,2
347,160.8575432,2
348,186.5485501,2
349,175.6794633,2
350,168.2730776,2
351,175.9849255,2
352,175.9185281,2
353,219.6587886,2
354,199.443316,2
355,214.2179107,2
356,179.2751888,2
357,190.5234728,2
358,203.063422,2
359,162.8521498,2
360,184.2431869,2
361,193.3472443,2
362,182.8502146,2
363,165.6277306,2
364,166.417508,2
365,199.986669,2
366,218.2170258,2
367,206.8595982,2
368,176.0029016,2
369,185.9710616,2
370,210.6092857,2
371,162.508698,2
372,212.5489732,2
373,216.6691982,2
374,175.5137921,2
375,214.7558308,2
376,175.7112498,2
377,161.8235719,2
378,207.9528722,2
379,174.2725429,2
380,208.470085,2
381,201.5210269,2
382,185.7039004,2
383,195.1527408,2
384,173.0738253,2
385,181.8018824,2
386,216.4461686,2
387,174.3981013,2
388,217.5603044,2
389,216.9141484,2
390,212.8209116,2
391,167.0416419,2
392,190.0390991,2
393,193.745393,2
394,206.9074281,2
395,201.5844664,2
396,203.8826985,2
397,166.950879,2
398,217.7608131,2
399,166.407473,2
400,203.0208816,2
401,210.3058645,2
402,179.0955455,2
403,167.0088877,2
404,209.9624039,2
405,183.2852091,2
406,189.6912732,2
407,165.4674575,2
408,207.0976967,2
409,189.7939315,2
410,191.035622,2
411,166.8806253,2
412,168.8217563,2
413,172.356507,2
414,218.3042278,2
415,217.2129562,2
416,213.0455016,2
417,181.8799172,2
418,208.4292509,2
419,200.6549882,2
420,183.6539347,2
421,190.2081151,2
422,189.6629606,2
423,182.304844,2
424,178.4235918,2
425,163.6812692,2
426,160.7985754,2
427,183.5482414,2
428,216.4106372,2
429,201.6089992,2
430,168.1034635,2
431,178.9142723,2
432,179.8798876,2
433,195.973107,2
434,194.4832615,2
435,160.5532542,2
436,194.052435,2
437,193.3381169,2
438,190.5680598,2
439,188.6862969,2
440,164.3239295,2
441,162.593225,2
442,173.9931666,2
443,164.5856757,2
444,180.9926592,2
445,213.422843,2
446,203.7847244,2
447,198.618524,2
448,197.9276647,2
449,162.129477,2
450,162.5636928,2
451,167.8706278,2
452,215.8519605,2
453,176.2281132,2
454,219.992534,2
455,204.3646967,2
456,201.8932322,2
457,184.215128,2
458,211.7014732,2
459,208.5049309,2
460,182.1018219,2
461,168.3053188,2
462,178.707284,2
463,216.8203578,2
464,189.1257366,2
465,188.7619352,2
466,208.6043381,2
467,202.3668903,2
468,166.8565163,2
469,189.6371258,2
470,213.3306516,2
471,174.6887341,2
472,175.4975179,2
473,218.7507175,2
474,213.6019851,2
475,162.9910447,2
476,213.105817,2
477,213.5960259,2
478,189.0350309,2
479,178.5485152,2
480,209.2991383,2
481,191.3762301,2
482,162.1743951,2
483,217.0686189,2
484,172.585688,2
485,185.1339228,2
486,192.6870244,2
487,178.9876383,2
488,205.1237882,2
489,200.516707,2
490,177.8976054,2
491,195.0720851,2
492,191.6930473,2
493,163.632224,2
494,182.9339028,2
495,197.4934523,2
496,211.6745616,2
497,197.1875971,2
498,178.9709759,2
499,174.9306366,2
500,171.1387362,2
501,210.0538251,2
502,160.4960322,2
503,199.1260014,2
504,166.2630474,2
505,175.1346662,2
506,170.7751737,2
507,211.0029569,2
508,179.6230673,2
509,198.8245926,2
510,199.458549,2
511,185.6874991,2
512,170.8628186,2
513,212.5836474,2
514,194.780464,2
515,194.3676233,2
516,184.7417083,2
517,180.2100551,2
518,195.5239269,2
519,215.5626712,2
520,188.9348656,2
521,205.8401314,2
522,175.2308159,2
523,179.2978621,2
524,187.5727924,2
525,171.3417103,2
526,163.0578598,2
527,194.7669836,2
528,219.487957,2
529,184.8832434,2
530,214.8382411,2
531,210.5534471,2
532,190.374547,2
533,170.855237,2
534,206.9567405,2
535,190.8658872,2
536,166.7668203,2
537,183.0132028,2
538,192.9685656,2
539,183.5940376,2
540,197.1045546,2
541,212.849491,2
542,171.8360042,2
543,173.5625411,2
544,179.9986505,2
545,183.0369062,2
546,180.2959157,2
547,163.8214056,2
548,189.3587131,2
549,217.3397893,2
550,217.2442795,2
551,176.5096439,2
552,202.6361894,2
553,174.2471023,2
554,174.0251913,2
555,171.7260103,2
556,180.0466987,2
557,199.9468383,2
558,172.5619147,2
559,160.8035854,2
560,180.5200681,2
561,193.1772215,2
562,215.5304422,2
563,185.7164846,2
564,209.7454051,2
565,194.7605747,2
566,181.8596212,2
567,210.4795191,2
568,187.0242058,2
569,175.6199074,2
570,172.4931072,2
571,187.3810816,2
572,182.9260542,2
573,174.8902305,2
574,188.7664282,2
575,172.3232034,2
576,161.4670967,2
577,190.9725966,2
578,170.6382619,2
579,217.9647657,2
580,165.1833234,2
581,179.7884856,2
582,175.9714918,2
583,178.8045184,2
584,202.4849158,2
585,176.1154678,2
586,211.9430051,2
587,179.9345759,2
588,212.5327863,2
589,179.2145493,2
590,198.8792045,2
591,184.2099442,2
592,183.1114386,2
593,219.71967,2
594,190.2552783,2
595,169.8166382,2
596,214.1191329,2
597,188.222412,2
598,192.1959066,2
599,217.5972076,2
600,161.7923392,2
601,209.5612023,2
602,188.4251584,2
603,160.777856,2
604,162.8321531,2
605,168.5523722,2
606,187.7424556,2
607,183.1418946,2
608,163.7849999,2
609,179.295596,2
610,202.5169621,2
611,186.9269586,2
612,217.5368803,2
613,176.6913353,2
614,180.8895792,2
615,207.0271318,2
616,202.9832336,2
617,207.3005034,2
618,187.8317791,2
619,187.6620657,2
620,172.1438855,2
621,178.3158641,2
622,217.7894461,2
623,169.8415771,2
624,163.885997,2
625,196.4748974,2
626,161.7029009,2
627,207.9886219,2
628,197.9722464,2
629,209.1553977,2
630,171.8850591,2
631,161.7606924,2
632,212.9009098,2
633,195.0468528,2
634,193.6346984,2
635,200.9220324,2
636,182.4189108,2
637,160.0376055,2
638,191.679401,2
639,211.0696233,2
640,218.2732761,2
641,165.2967763,2
642,216.510553,2
643,206.8380848,2
644,162.4910368,2
645,203.772993,2
646,162.6118898,2
647,178.732135,2
648,181.7622315,2
649,179.4210343,2
650,209.0496945,2
651,212.96897,2
652,203.2723228,2
653,173.407115,2
654,164.5022604,2
655,199.1868354,2
656,186.5691654,2
657,193.5714009,2
658,191.572274,2
659,185.8746104,2
660,211.4779264,2
661,193.6782453,2
662,218.266861,2
663,209.1168921,2
664,193.8671397,2
665,171.5565087,2
666,170.6546298,2
667,214.006006,2
668,216.9063402,2
669,217.3727867,2
670,207.1723524,2
671,216.1831176,2
672,169.8520651,2
673,211.5440272,2
674,196.4355461,2
675,169.6951136,2
676,164.8015518,2
677,186.5093525,2
678,185.3551528,2
679,167.2247416,2
680,199.2595442,2
681,193.0382505,2
682,182.3319144,2
683,219.3394118,2
684,188.8677489,2
685,185.4363648,2
686,217.3084888,2
687,218.8725789,2
688,174.067373,2
689,180.5168487,2
690,160.8406523,2
691,175.8333109,2
692,166.6755939,2
693,218.4784017,2
694,219.9310365,2
695,214.7990185,2
696,177.2858203,2
697,162.7951692,2
698,185.531638,2
699,184.1589214,2
700,165.2471687,2
701,202.8257884,2
702,179.7421254,2
703,163.7901705,2
704,186.4260107,2
705,205.9985037,2
706,168.4893716,2
707,193.8795363,2
708,190.1498775,2
709,200.8380425,2
710,180.6951053,2
711,214.8857383,2
712,210.8338694,2
713,213.660362,2
714,212.0176143,2
715,201.430564,2
716,176.900518,2
717,188.1070593,2
718,182.8086201,2
719,162.0859186,2
720,191.6254074,2
721,194.5804179,2
722,161.421827,2
723,190.4337487,2
724,210.8990023,2
725,184.3545039,2
726,193.9764637,2
727,195.7540562,2
728,160.4117745,2
729,173.1559078,2
730,215.4111004,2
731,178.5076379,2
732,215.0562852,2
733,206.1139235,2
734,162.1631654,2
735,170.4284978,2
736,189.9113961,2
737,166.8280968,2
738,210.472206,2
739,171.2649322,2
740,183.5931467,2
741,214.7442632,2
742,192.8965103,2
743,204.8819605,2
744,166.3098466,2
745,207.6157812,2
746,190.0572685,2
747,201.3796096,2
748,174.5671853,2
749,178.2323433,2
750,170.5165823,2
751,197.3911593,2
752,199.5671712,2
753,174.1621158,2
754,183.1331935,2
755,208.8026681,2
756,185.0670202,2
757,200.0284925,2
758,188.0236027,2
759,173.0142767,2
760,168.1207499,2
761,164.8476198,2
762,169.9774883,2
763,206.8896588,2
764,201.1991223,2
765,168.9366939,2
766,195.1190479,2
767,184.8127967,2
768,163.9615906,2
769,164.0218466,2
770,197.8546847,2
771,192.6337315,2
772,216.2551695,2
773,219.2807164,2
774,160.2846215,2
775,162.7027837,2
776,201.0956328,2
777,164.7913659,2
778,200.0987191,2
779,161.0243563,2
780,172.6546896,2
781,209.1450694,2
782,166.4153578,2
783,178.7726147,2
784,195.7321382,2
785,182.2368619,2
786,169.6609906,2
787,211.8760792,2
788,205.1112315,2
789,201.0927969,2
790,208.1600816,2
791,203.7166439,2
792,167.6931762,2
793,180.7985522,2
794,167.6952911,2
795,178.3523441,2
796,203.3402134,2
797,161.6418535,2
798,198.8651054,2
799,180.7544856,2
800,198.4966554,2
801,180.660251,2
802,199.7222602,2
803,195.0574526,2
804,168.0211456,2
805,174.5429312,2
806,174.6586612,2
807,195.4664528,2
808,188.4837444,2
809,190.5617972,2
810,219.4459645,2
811,186.3162195,2
812,218.1867979,2
813,165.4148391,2
814,187.6733148,2
815,163.9738127,2
816,206.7025522,2
817,206.4856893,2
818,216.7828448,2
819,175.3231344,2
820,183.3805919,2
821,195.7577179,2
822,190.4544091,2
823,187.735653,2
824,164.3102574,2
825,167.1583827,2
826,213.4492335,2
827,179.6856434,2
828,166.9329821,2
829,207.8380763,2
830,178.5875454,2
831,164.9911697,2
832,191.4337047,2
833,174.7296632,2
834,169.5883591,2
835,170.3945064,2
836,175.5129994,2
837,219.8940456,2
838,177.0578858,2
839,196.2203156,2
840,216.9207534,2
841,171.4300645,2
842,210.5753278,2
843,186.1569113,2
844,171.2562135,2
845,161.7383058,2
846,186.8911503,2
847,203.7330279,2
848,201.7925526,2
849,171.3879854,2
850,180.2445376,2
851,195.0057294,2
852,191.3863123,2
853,169.1588731,2
854,192.6409437,2
855,201.9094356,2
856,178.5330356,2
857,208.5880677,2
858,170.562948,2
859,204.7989981,2
860,213.3451856,2
861,199.144107,2
862,219.7027881,2
863,164.0999938,2
864,166.9999876,2
865,181.4118786,2
866,182.7757182,2
867,204.3241939,2
868,177.0044001,2
869,189.9920512,2
870,214.7101366,2
871,193.2329242,2
872,187.7799384,2
873,174.4507768,2
874,194.0179643,2
875,218.4850374,2
876,211.8951421,2
877,171.1613929,2
878,202.2403378,2
879,172.6243701,2
880,185.0649352,2
881,183.421043,2
882,169.6754437,2
883,177.9418683,2
884,163.2605653,2
885,218.3345236,2
886,192.6224961,2
887,163.025914,2
888,207.0454652,2
889,169.6509371,2
890,216.0779353,2
891,211.1115792,2
892,197.7758955,2
893,205.4194816,2
894,162.4761139,2
895,178.9428008,2
896,212.1464951,2
897,177.3775034,2
898,163.9000318,2
899,219.5436889,2
900,211.1847324,2
901,172.9518534,2
902,210.1983662,2
903,201.8504378,2
904,174.1207932,2
905,215.8491209,2
906,185.6080937,2
907,218.5134017,2
908,160.5133274,2
909,208.6175242,2
910,161.6648422,2
911,193.0703446,2
912,178.2906734,2
913,213.0032291,2
914,195.1941341,2
915,167.121669,2
916,189.1243695,2
917,208.194671,2
918,216.594499,2
919,208.3022325,2
920,181.4818361,2
921,216.63858,2
922,177.3628635,2
923,171.2664644,2
924,187.398143,2
925,206.0128326,2
926,219.9041806,2
927,173.5495371,2
928,164.4793305,2
929,180.7746814,2
930,173.2270373,2
931,195.346404,2
932,205.3660738,2
933,202.5872273,2
934,184.3718928,2
935,218.201666,2
936,213.2081604,2
937,202.5092563,2
938,160.4477877,2
939,183.9612662,2
940,189.1012077,2
941,216.0858803,2
942,182.7096391,2
943,161.6530307,2
944,163.1512271,2
945,168.6519276,2
946,168.839171,2
947,179.5894137,2
948,211.1164581,2
949,184.8494467,2
950,215.7511979,2
951,204.7237549,2
952,195.7485828,2
953,166.5511516,2
954,216.3619713,2
955,194.2054569,2
956,217.1605694,2
957,201.4391407,2
958,219.5957339,2
959,198.5194559,2
960,169.9310431,2
961,201.2420913,2
962,198.0197412,2
963,168.6308756,2
964,169.9878356,2
965,202.4923402,2
966,207.5417111,2
967,190.8392446,2
968,186.2599696,2
969,188.1388537,2
970,162.2161034,2
971,211.1547005,2
972,215.7761528,2
973,198.4634551,2
974,190.3377835,2
975,214.9085918,2
976,193.6483479,2
977,192.1470679,2
978,163.2618051,2
979,164.7037459,2
980,203.1368647,2
981,190.7215542,2
982,195.7963029,2
983,211.9323425,2
984,197.1646247,2
985,199.0007242,2
986,180.3173371,2
987,189.4316632,2
988,195.7136034,2
989,170.5739828,2
990,203.6852323,2
991,168.2282065,2
992,209.6533214,2
993,163.391689,2
994,203.4103347,2
995,193.4628615,2
996,165.9550915,2
997,198.1396929,2
998,172.8737281,2
999,191.1181798,2
1000,178.4494194,2
1001,203.8215189,2
1002,211.0240079,2
1003,189.3824517,2
1004,166.2609506,2
1005,180.2076484,2
1006,183.7742403,2
1007,214.3800727,2
1008,179.7205201,2
1009,176.5601229,2
1010,181.7684099,2
1011,180.7936408,2
1012,217.8491571,2
1013,200.9893162,2
1014,195.5498871,2
1015,196.2233144,2
1016,178.2228526,2
1017,164.1563664,2
1018,186.3665852,2
1019,212.8471559,2
1020,188.3529589,2
1021,200.7404371,2
1022,167.7848712,2
1023,182.1028337,2
1024,188.3950584,2
1025,182.0696478,2
1026,177.8402603,2
1027,205.3239556,2
1028,213.7357585,2
1029,214.5386518,2
1030,173.5888072,2
1031,202.4432372,2
1032,183.9953472,2
1033,165.1205041,2
1034,161.9560976,2
1035,177.570596,2
1036,177.1740499,2
1037,207.1117444,2
1038,215.9076516,2
1039,178.5102359,2
1040,193.9351012,2
1041,184.6344073,2
1042,162.9302357,2
1043,193.9103124,2
1044,170.2823983,2
1045,199.1697216,2
1046,181.8459804,2
1047,208.3970707,2
1048,199.1426984,2
1049,171.288292,2
1050,186.7932256,2
1051,203.7772995,2
1052,172.6390261,2
1053,174.9469721,2
1054,189.0076524,2
1055,162.1573381,2
1056,204.4641116,2
1057,201.2698072,2
1058,175.9154481,2
1059,180.5154365,2
1060,188.5625304,2
1061,178.4265705,2
1062,172.6253556,2
1063,214.6008795,2
1064,174.0322242,2
1065,191.5744846,2
1066,166.7885127,2
1067,194.1244903,2
1068,206.0278773,2
1069,203.3557215,2
1070,180.6884499,2
1071,174.4652651,2
1072,205.974367,2
1073,165.9553107,2
1074,211.8616627,2
1075,186.2567404,2
1076,177.5413638,2
1077,181.8269503,2
1078,201.5869834,2
1079,204.6769021,2
1080,201.9692447,2
1081,165.4568382,2
1082,201.4152248,2
1083,204.8838447,2
1084,186.6847738,2
1085,179.058226,2
1086,189.5881804,2
1087,204.9577452,2
1088,195.6405002,2
1089,199.7241529,2
1090,191.8150812,2
1091,219.2730961,2
1092,165.570411,2
1093,174.6978634,2
1094,180.4124292,2
1095,164.4389493,2
1096,172.1278257,2
1097,192.1486706,2
1098,212.9339989,2
1099,170.7261965,2
1100,162.8926512,2
1101,211.8662721,2
1102,214.5472091,2
1103,190.554705,2
1104,219.0751897,2
1105,213.0466188,2
1106,179.9311257,2
1107,186.830925,2
1108,211.1897065,2
1109,212.1654054,2
1110,169.4238983,2
1111,168.7930363,2
1112,175.6640271,2
1113,178.3914468,2
1114,201.9760352,2
1115,200.2732009,2
1116,173.5914841,2
1117,170.2068797,2
1118,196.694262,2
1119,179.137055,2
1120,208.3492691,2
1121,197.1729709,2
1122,168.3850524,2
1123,169.8012722,2
1124,203.1130982,2
1125,185.7089927,2
1126,172.5606798,2
1127,208.1075295,2
1128,205.7619253,2
1129,183.6130937,2
1130,218.7722765,2
1131,193.906364,2
1132,169.8729132,2
1133,172.7817269,2
1134,208.2946026,2
1135,162.9366642,2
1136,214.0143417,2
1137,177.6361733,2
1138,193.5858235,2
1139,171.6090813,2
1140,213.782418,2
1141,207.940043,2
1142,178.4992387,2
1143,162.3886059,2
1144,187.6677796,2
1145,182.9053551,2
1146,211.8346954,2
1147,202.776639,2
1148,196.1507423,2
1149,210.1991559,2
1150,211.1375359,2
1151,217.65374,2
1152,209.4215402,2
1153,169.5149115,2
1154,177.3587478,2
1155,175.1433759,2
1156,167.8567126,2
1157,172.8216784,2
1158,208.5489205,2
1159,173.2319215,2
1160,182.3416238,2
1161,181.1496817,2
1162,173.323958,2
1163,179.7115592,2
1164,187.9449609,2
1165,160.9665912,2
1166,198.6895096,2
1167,172.2142817,2
1168,208.0156256,2
1169,184.2098079,2
1170,184.8343415,2
1171,160.0572765,2
1172,208.6067223,2
1173,190.5346269,2
1174,219.7441498,2
1175,215.4527798,2
1176,163.1231154,2
1177,160.7625246,2
1178,209.0961619,2
1179,216.9019094,2
1180,184.26316,2
1181,202.3342771,2
1182,161.714586,2
1183,171.2928274,2
1184,164.9605861,2
1185,182.6530009,2
1186,189.5914751,2
1187,197.1820235,2
1188,165.7503514,2
1189,219.2517825,2
1190,187.6159837,2
1191,194.4990547,2
1192,188.2504903,2
1193,217.4918036,2
1194,167.0935109,2
1195,175.2173459,2
1196,204.9101106,2
1197,208.2243642,2
1198,184.7129829,2
1199,184.6809443,2
1200,218.0605652,2
1201,196.8787999,2
1202,160.8353815,2
1203,199.5097303,2
1204,165.1723177,2
1205,208.1592487,2
1206,199.0928128,2
1207,196.7370577,2
1208,198.0437504,2
1209,189.3590105,2
1210,197.5294156,2
1211,173.5912685,2
1212,213.6673918,2
1213,194.2876729,2
1214,168.1425764,2
1215,172.8879902,2
1216,181.9355111,2
1217,172.5797516,2
1218,193.6707357,2
1219,192.1776558,2
1220,171.9931968,2
1221,205.5803608,2
1222,166.8570096,2
1223,183.6739227,2
1224,176.6007736,2
1225,198.4908161,2
1226,174.108716,2
1227,171.6388715,2
1228,215.9808271,2
1229,166.6449242,2
1230,178.3847451,2
1231,179.0388604,2
1232,194.9927386,2
1233,166.7309392,2
1234,164.1374363,2
1235,210.4181206,2
1236,178.7255984,2
1237,210.9749328,2
1238,218.9466305,2
1239,208.3879309,2
1240,163.9898166,2
1241,195.9592071,2
1242,217.7750804,2
1243,211.4475746,2
1244,218.6018013,2
1245,219.3000395,2
1246,190.9683088,2
1247,211.4378198,2
1248,208.1917539,2
1249,188.2775099,2
1250,203.2679855,2
1251,161.3575868,2
1252,204.8411581,2
1253,173.4364281,2
1254,172.9931155,2
1255,214.494379,2
1256,216.5573682,2
1257,212.7929579,2
1258,212.3615772,2
1259,202.6394033,2
1260,166.3963181,2
1261,202.8115239,2
1262,208.7825408,2
1263,172.1928422,2
1264,197.9878615,2
1265,171.6165499,2
1266,209.6672974,2
1267,176.3788206,2
1268,167.5782198,2
1269,184.974938,2
1270,219.119518,2
1271,205.8880261,2
1272,200.4342219,2
1273,181.0119812,2
1274,189.7973383,2
1275,218.0467033,2
1276,191.2279211,2
1277,164.9565558,2
1278,168.5650321,2
1279,204.5011984,2
1280,202.5025932,2
1281,163.3329742,2
1282,188.305016,2
1283,207.2558318,2
1284,171.1833404,2
1285,215.3944806,2
1286,162.5743923,2
1287,172.6146813,2
1288,205.1677101,2
1289,196.3276526,2
1290,177.9900519,2
1291,186.8363493,2
1292,219.3422978,2
1293,170.4541061,2
1294,214.5120161,2
1295,189.0247663,2
1296,162.2437021,2
1297,163.7063152,2
1298,174.0265946,2
1299,208.4377175,2
1300,215.3714259,2
1301,198.1721738,2
1302,188.6852257,2
1303,201.1392402,2
1304,168.0963457,2
1305,177.2436143,2
1306,176.4932103,2
1307,160.6022922,2
1308,194.5741465,2
1309,214.2049713,2
1310,197.6852268,2
1311,209.0622976,2
1312,188.3259763,2
1313,188.3416168,2
1314,189.2824786,2
1315,161.9703352,2
1316,178.3875635,2
1317,162.9021663,2
1318,207.0039814,2
1319,217.590223,2
1320,214.8665016,2
1321,184.3797929,2
1322,209.714576,2
1323,201.9812597,2
1324,196.838654,2
1325,164.8611999,2
1326,176.713235,2
1327,173.3136093,2
1328,186.4281967,2
1329,187.3353902,2
1330,206.883734,2
1331,184.6951433,2
1332,206.0540823,2
1333,206.6937784,2
1334,182.8027614,2
1335,203.2715948,2
1336,160.2533631,2
1337,214.3014862,2
1338,217.1051603,2
1339,204.3638832,2
1340,217.9795327,2
1341,209.2058628,2
1342,216.8562398,2
1343,191.6173542,2
1344,169.2336493,2
1345,182.4195196,2
1346,173.2817777,2
1347,214.963434,2
1348,211.9799998,2
1349,194.2880003,2
1350,165.8661436,2
1351,180.9301983,2
1352,168.0411032,2
1353,186.8201053,2
1354,205.0284178,2
1355,182.3860145,2
1356,169.3984615,2
1357,199.3835929,2
1358,193.258045,2
1359,203.733273,2
1360,181.7796263,2
1361,213.1227114,2
1362,178.4909305,2
1363,206.279515,2
1364,171.3904706,2
1365,209.8459516,2
1366,182.9198523,2
1367,190.6642328,2
1368,198.3276084,2
1369,192.3962546,2
1370,161.9085262,2
1371,184.0241087,2
1372,196.6329622,2
